taxon_id,photo_id,extension,observation_uuid,split
759938,58945258,jpeg,92a1931f-227d-4c3d-a42c-ed3704dbcfa6,train
521300,17685611,jpeg,851f3af0-9af1-4ab1-9be3-1b76a94d28a9,train
320317,25147133,jpeg,5fc79aef-bcb7-4922-9e0c-b0b1307323b5,train
1186269,33065532,jpeg,94b58ead-1255-479a-8966-1e0afa777667,train
854191,30345685,jpg,2b1840d4-addc-46f3-9ab3-dbe422664357,train
887920,40176927,jpeg,3b61fcfd-593b-4d2b-9dc2-6972898e9982,train
537073,60986185,jpeg,54a88594-e5d8-48aa-8cc7-b427beb2bf4a,train
324221,13265519,jpg,4861cc40-aa05-412c-922f-6eb7897539bf,train
781280,33771694,jpeg,7a65a883-2f35-4a25-93da-e1c6bbc49ffe,train
855562,4315861,jpg,b85fb923-bb47-436f-9645-127234b67498,train
1112996,84984027,jpg,47f2689a-42c9-453a-95b4-f60ca736f86b,train
1097455,56078598,jpeg,053fba6b-ea7d-4685-905a-9e8f31355108,train
1275100,129434275,jpeg,32807254-6649-40fc-a589-67c2a2ea5cb3,train
1361316,180349725,jpg,11a75e2d-5264-424d-9839-8a6000370b48,train
1516415,339531981,jpg,e49451fd-5323-4543-8e31-6a3a5b3f2d29,train
568731,10000320,jpeg,312d29b5-df86-4bac-a2ae-6cb3ed2564c2,train
410937,111442016,jpeg,ce76bfb0-22b4-44fa-930c-5150f3992ab4,train
114024,1570334,jpg,80f9e343-6d35-402b-a7eb-b3e4fb163202,train
527415,102444946,jpg,dcd14c4b-a89a-45d5-b038-ff468e4b2b9a,train
954772,53117336,jpg,9682da38-d741-4b31-ae5b-47776a0fb7b4,train
904336,15351,jpg,cc35bdc1-496d-4b93-933f-7b3c8d108fed,train
785261,67984389,jpeg,cb58c532-34c7-4d1e-a740-f549d0b64194,train
120911,1527190,jpg,1fbe9aea-af63-4b42-a281-503d70b154f2,train
760389,35030124,jpeg,e02c1c77-c5b5-4641-b929-1b78584281b2,train
1061461,27561243,jpeg,7c92441d-65c2-46db-9222-58a64b864bce,train
501420,157154582,jpg,a05574ea-f114-4e8e-8fd7-a1bbb112565b,train
826303,279218312,jpeg,c224d008-210a-4a72-8484-665adcbb47a9,train
716988,19382314,jpeg,77f86a7c-6c6e-49e8-b600-fa7c82480c4a,train
1074648,2867713,jpg,0b2aff2e-9c38-4f09-af6c-ab6b3647d1c0,train
1238923,148307110,jpeg,18d595aa-36d6-40bd-a39f-1634a38c8619,train
535910,247813455,jpg,884804f0-6e96-4d05-bd06-71e56f52c521,train
808717,13109293,jpeg,9c65de55-1e2f-46ba-80ec-38c1d4faf2b3,train
