taxon_id,photo_id,extension,observation_uuid,split
61862,46903,jpg,2771482d-aa4c-46b3-99bc-37cb4d671f31,train
245799,1484083,jpg,1d8e4a7a-660c-4014-b306-17010ba16eda,train
1044466,62921520,jpg,cc13cb48-deb2-4ba2-b59d-2916ca486a0a,train
547841,32526662,jpeg,519c7369-b5fb-47fc-8c01-968b1f28e0ff,train
786804,43833458,jpeg,2b92a5a6-3563-4786-bacd-a11dfcf0dea4,val
1459452,260300442,jpeg,ca927ec2-09f8-4db9-a3e3-a076319f0387,test
124488,272428,jpg,8a423f41-9df0-4346-84be-bb03c163d2f0,train
129900,12705101,jpeg,bb6d18c6-3c28-4ba2-b582-e1843339acc0,train
61869,1012090,jpg,08de4943-f8da-4e74-aa61-1a8cd5cf9859,val
656880,89072047,jpg,7e654ef2-be8e-465a-b5ad-2178d04d714f,train
409775,2092334,JPG,292371d8-5ef4-445f-a29b-01eed1ed6498,train
467709,2059527,jpg,480ee51b-4279-4e06-a757-5c2179e765da,val
469226,2027902,JPG,f385913d-5490-4b2d-84cc-47efbe9433aa,test
326598,1966066,jpg,cc580889-bac8-4dae-8e7c-e74fc2ab227a,train
336964,133883439,jpg,bad26e92-9ada-4487-bd84-e58848d1bb72,train
364095,1045120,JPG,5e797a11-2672-4d7f-abbf-2e49b4aee9c4,train
52424,640442,jpg,24ebd985-6809-4816-9113-9a6aff9689c6,test
130392,2227852,jpg,9b37f5ed-1348-4657-b052-e01c76cb3c77,val
750924,66412478,jpg,6dd2ceea-6b6b-431e-b2c2-645bcbb3ed74,test
712448,18421131,jpeg,f268b619-ad27-441e-8afa-d51df8894bef,test
243961,153522,jpg,8f79d80e-cdef-4b44-afc2-a55405e4518c,val
52447,199648,JPG,edbf0a06-c4b4-4bde-8ac3-0a1a6b1fdb3b,train
446772,12872560,jpeg,f699c932-ab2e-47ef-9cc0-856ed5291a2e,train
748585,56217335,jpeg,aa2b0a55-0248-4eba-824a-23ae92113cdf,train
333695,520941,jpg,e0895cdb-be6d-486a-b390-e69da93f0f2c,train
69658,537086,jpg,5351d1b9-56e6-4847-a93b-01634e30ac4e,train
739606,43839276,jpeg,6977b3d4-7795-441e-9689-e520a4fd453e,val
1076513,77530247,jpg,e36a600d-5832-46a2-88f1-58e528adb680,train
217219,487356,JPG,917141d7-451c-4530-b5a9-a4833510be34,train
258813,226666,jpg,0ce2975d-418b-4242-a024-4b9eb24d0814,val
337089,3417921,JPG,279951a7-5c37-4d94-9fd7-34d7633a198c,test
362800,962038,JPG,9fb63daf-efdf-493c-a2e8-eccda0897ffe,train
605917,12348101,jpg,0728d9b7-0b1d-4ced-a3b6-ee4f329da26c,val
51702,41776,JPG,594ab87b-b76e-4cdb-8d2c-ec579b6c4314,val
298823,223944112,jpeg,94a14c75-2725-4670-b46c-e09d9d350b9f,train
194032,10325083,jpg,4192f8ca-9efe-48f4-9296-815cfc394c3e,train
465810,1014888,jpg,664314b7-fa06-4c2b-9863-513b30b2ca2b,val
321675,137877,JPG,4bab1c4c-13ca-46a7-936d-996853386877,train
433481,4931614,jpg,ebeca598-477d-455d-975e-4439cb060e17,train
1103438,65758705,jpg,b80c0df5-c9ae-4ce7-b2ca-3b12f9d2cbaf,train
470124,2065004,JPG,d8815d96-86ce-44de-9d98-4b35c20ca67c,train
85057,133884,jpg,ac70601f-bcb4-48cd-846d-0e7139c4481a,train
61429,321780,jpg,22d98399-631d-4987-9e48-304b475aa269,test
318545,478734,jpg,46289b49-b3a6-4665-9a48-d4ceaf07c2eb,test
51707,30276,jpg,ebf0e801-14ca-40d8-b1e6-355063e57baf,val
174190,8442059,jpg,a3bddb90-cc56-4527-a2b5-31133e3d108d,train
362611,1000019,jpg,f8636cd3-5872-40a6-a28e-78366b66f06c,val
781406,25581371,jpeg,ceec53b4-c76b-42c1-ba1a-edacbf16bb5b,train
54061,47157,jpg,09f67a8d-4451-46c0-8c13-506ef392d5a5,test
336908,1609120,jpg,fab6a31a-e8f2-44c2-87f3-7ed792c4f7a9,train
1085852,73780327,jpg,ba10d13e-4e16-4d37-afe1-2f63de877010,train
887463,107745496,jpeg,7154064f-d4c2-465b-b78e-91df5d380243,test
416698,28321964,jpg,bbc51423-6d3e-4fdc-b5da-2b21a3ef7aed,train
311218,826505,jpg,c9a026a3-5ac4-475f-b2eb-7b8c9e236841,train
98787,29035915,jpg,bd696dbc-e809-4140-9143-999a3c958e15,train
467165,2033821,JPG,240fa263-ecfe-4afb-8616-58ffe62d79ca,val
989639,63872370,jpeg,6be12bb5-afa3-4976-913c-ad5501531ec2,test
174082,9005879,jpg,f156e70f-7acd-4fe4-8ee7-414cb847483b,val
47153,339474,JPG,8ed88577-8632-4d8d-b278-b462481a05db,train
703293,28513895,jpeg,7045364d-c5dc-413e-9a16-0ac3e7751ffd,val
130170,1405827,jpg,857ddcef-2698-430f-98ce-be3cd532074e,train
556558,9627765,jpg,8a29b0fa-d07c-4b13-9be8-72cd31fc8244,train
467025,26354346,jpg,890df237-8a0f-49ff-8d03-f58d61e8ccb2,train
324345,425071,jpg,4f046799-51cd-41cb-8f3d-977059d03274,test
487447,7544302,jpeg,95ac4057-420c-4a3a-b62c-92d927dfc6bc,test
335785,234361,jpg,680d6621-d33a-4f1f-8069-fefc67a1b8ab,train
554920,9476693,jpg,734d2869-ed2f-441b-9ae4-ea87ab8a651a,train
343019,2023830,JPG,e4d63b12-5818-4c09-ac61-d8b7044604cf,train
746682,562109,jpg,ec98fc18-9349-426c-8b97-0b6a4f066302,train
876597,69247875,jpg,3201ce55-b0ed-46a9-a793-658cb15ba22b,train
451784,1746327,jpg,c3e4e656-f078-4baf-a782-5d46c23e28ed,train
263331,105985687,jpeg,2bd3c29d-2980-4ace-bf45-d3059503c874,test
218302,8204418,jpg,4662e154-e29d-43cf-8910-d8a13575e8e5,test
559275,27640336,jpg,26a02e76-289f-417d-84f7-2455cb7e6443,train
327167,9319672,jpg,3aa5ca51-15eb-4a7e-9043-092fad16223e,train
526526,62546874,jpeg,d29cdfed-bdf3-48be-ad17-f3b22a3c8931,train
437831,1553153,jpg,d11738cd-e11a-447c-8712-1f1436acedad,train
550657,8578069,jpeg,5dabea2b-52dd-4ab1-bc50-aab6cc49432e,train
205720,11577873,jpg,4c241cdb-04d5-40b2-a9df-d41e94f130f9,train
128244,1877959,jpg,56d89a18-ae37-4fca-9ac7-5f51d120092b,train
135239,927128,JPG,c2dd3cfc-cc63-4378-abae-1ab7750ba501,test
629299,14190518,jpg,5d6498c6-b274-40f2-9475-77bc62db53da,train
877818,62224305,jpeg,512362b2-4b5f-44f9-b7f2-423068c130fc,train
62626,17263,jpg,167a8d34-d94d-44a9-97ca-6a5caf7907df,train
552407,8891467,jpeg,75972e32-bdaf-4c0c-af2d-75ca5adc9d5c,val
119248,1023509,jpg,2717a75e-cf84-44aa-bcd7-014dfa284bd6,train
624685,53142304,jpg,9adea316-b14d-4d31-917b-8f42a49c0dba,val
142778,771288,jpg,b114a5a9-d4b7-4588-9e02-cd849bd500f5,train
447928,1616400,JPG,a98296a6-b636-4f66-87b5-6ce62390bc12,train
990861,90601884,jpg,84669a9e-b213-44e3-9caa-2e68f63491ad,test
329845,740038,jpg,a7a4ea93-a491-49cd-bb8f-8d9e0eee6531,train
481678,2682240,jpg,ffa5a6d4-ada8-4ac7-8aa4-04d9a95984a6,test
633541,176137860,jpg,ccbac07b-7bbd-47c6-bf98-d6d3c6ad1d4c,train
68912,246114,jpg,9d33a5ff-33d4-4e49-bad8-ff9f6b70d1b0,train
325266,441918,jpg,543f653b-dcff-43b2-8b6b-4249a5ac4969,train
912509,46155197,jpeg,ecf3e82e-cd8b-4dd0-b188-71147bb3e088,train
1105895,85325798,jpg,d0c5bc98-24d8-4f51-b104-7a1281017489,train
546185,20620078,jpg,9885c43c-b456-4073-8321-045ef0ea70a6,test
203409,400174,JPG,5de98bda-405f-452e-96be-ddf49b046887,train
321933,1316497,jpg,2900e3a3-6824-4dd5-9514-3e92fbf28593,train
663806,172874550,jpeg,be3279dc-474b-431a-ad8a-1b5467d06f4e,test
712309,110697009,jpg,ff74cda6-a99d-4738-bdfd-dc30c2e633cb,train
1462659,264842384,jpg,f5268851-0a2a-447b-8dd6-369695458a7a,test
127431,108839,jpg,7da4d344-e4a5-4569-8c14-29582750725d,train
1372753,186120732,jpg,d72df8da-a970-4bc7-a74a-5ff224a7a8a3,train
461172,14346,jpg,5e153edd-e09c-4c2a-8547-16da7876523a,train
55122,700840,jpg,6f2fcfab-d008-4a48-8582-9b20de823582,train
504738,7936633,jpeg,93a27a25-17b8-4db5-b923-9f7b4671d6e3,val
128214,1632556,JPG,56064fc3-6d90-4580-9036-e6e93314d682,train
452500,1692431,jpg,5f6a17c5-fcbb-4a22-9dc8-03ebf228e9cb,train
546144,72332607,jpeg,af8ec6c4-0baa-4dad-b22f-1e282937c89c,val
357312,870683,jpg,47f78f78-a7cf-4a4c-85e2-842e2731c167,train
750907,941266,jpg,63c4f39d-0f2e-4309-b948-409787352665,train
202770,75288,jpg,426b7281-a867-4a1a-a2bb-143a2c0b3d96,train
468426,29213296,jpeg,6fb930ee-c4d6-4e65-9ff6-71993399fd4b,train
319872,347525,JPG,90ab4712-bd18-427b-9fbd-1db79855207b,test
55719,52082,jpg,5ed6e843-a199-4961-8f5e-8c891aca15bc,val
746529,21918611,jpeg,6f7da398-d669-4210-9434-3d66fb8ab466,train
868744,66328022,jpg,2c497c89-8851-4a7a-878c-8f1f6af5e48d,train
219582,909644,jpg,9e4094de-ae03-45b1-ab1b-e15b59ea17e1,train
460501,1711107,jpg,a49c7027-54cd-4566-91f2-36fc3f1a3418,train
991357,106225199,jpeg,d2232c2f-cc46-4721-bd33-add500e85cd8,test
219638,56837794,jpg,d66b4789-6544-47ca-925c-9d9fcb5f6f03,train
470955,40505287,jpg,fc2b8fee-f2cb-4723-ab63-6c2b01a0d539,train
338152,53112935,jpg,5c1f8859-2c1b-45dc-887d-250a1714c5df,train
327173,2227857,jpg,505d6ef0-09a5-402a-b572-0e86ff7d0664,train
962049,186934521,jpeg,ae930185-3bf4-4a9a-83b4-538df60ff15c,test
118942,997033,jpg,f023ca53-9ad9-444d-8897-335863f5d2b9,train
71196,449632,jpg,028e3cb6-b8fd-4214-9ba8-a92fa09d8be0,train
296933,113471919,jpeg,784659a4-7986-4bee-a44c-cd3c0f010b34,train
513784,5411084,jpg,5b6e6897-39b2-4423-b343-23bf1c78ad39,test
121213,445778,jpg,795dd375-786d-419b-9688-721c67a4eda0,train
468121,4328125,jpg,ef9ef93e-5079-414d-b432-1a641d91ccc9,train
434917,120955593,jpg,0ccd68e7-c2a1-41c7-861c-ef93c28a1397,train
220287,2273541,jpg,c397d061-b1a3-4fa6-87a8-d75e8a6d41a8,train
472957,45165337,jpeg,9deb0b11-554c-4911-a7b7-49bd39378d79,train
709890,29387980,jpg,d239956d-29e8-4788-9627-05c03acca209,train
917008,107454028,jpg,67471686-e0b4-4958-b133-2d4e32939959,test
468008,3359742,JPG,19a1d40f-f647-4e09-8991-1453f7821d20,train
326614,3194770,JPG,b45fc29c-a6f5-4bce-9b3d-cccb2993b073,train
624443,138549809,jpeg,a54e4b25-197a-48aa-b4f9-248071c8a8f1,test
1254906,135534793,jpg,8a90b88b-c698-4712-986c-e117abee7c87,test
56078,1740318,JPG,c37e24f3-c8fb-4f90-b0b8-f6ed1ddc063c,train
354734,1433667,JPG,4d255528-2825-431b-bded-10d9bf8c7128,test
324273,421402,jpg,8a2ace4f-c25d-4d7d-b93b-197b441b654d,val
482049,46155226,jpeg,80a23293-3703-457b-af27-89ed06876f2f,train
320060,350752,jpg,94b04f8a-5726-4a1e-8334-327945e93ace,test
200017,229396,jpg,56c11add-c521-4ac2-a77c-825b492540d9,val
71219,1992982,JPG,0119b747-85ad-4e85-aca6-dbcf15765853,train
71248,640435,jpg,bfade2db-4def-4ab0-bff5-ef14d00c94ff,train
101831,3670009,jpg,53a30701-6547-4ecd-870a-80deba7a79c8,val
485043,293929452,jpg,4af14c2c-13ce-40c8-b647-47f66f153d50,train
415589,2264807,jpg,efeb3009-107d-4a11-8c41-1cc53165a3ed,train
469862,329844,jpg,d8ae31b3-c8fe-4f75-9463-6d5f705e9318,train
133154,727547,jpg,d6244634-1ed2-49f2-954f-33a12d5a41a2,test
56835,11626,jpg,1c93099a-332f-4915-bbdd-d948f50f2aa3,train
220920,3728289,jpg,828335d1-acdb-44d9-81bd-6c5248968fa5,train
624522,99372233,jpeg,6019e7b1-b644-49f6-b863-9633b259d96c,train
469708,2149879,JPG,3ec905af-c58a-427f-8742-d8cd104c4c0d,train
775651,42663627,jpeg,1c886f48-1d5a-41a5-8d12-ebc12f0ce0ff,train
1047934,200712464,jpeg,df3e36ac-3089-4891-8a8a-dfb480eb45e2,train
131106,31693753,jpeg,810718ca-9459-4615-9951-85048b675e06,train
853749,22920580,jpg,ac2cfc60-296a-49e7-87eb-c1580227ab71,train
68721,6789613,jpg,203a8323-4e23-4fcd-afce-95e0d671ac76,train
482035,8347727,jpg,16372d8b-676a-45fd-a300-9697f9125b4e,train
992619,154601667,jpg,8b514b47-e149-43ad-8cb7-13e0e4e604e0,test
733190,19813564,jpg,99f812e8-ac10-44f1-b8e1-5a6082cda11f,train
210271,198876704,jpg,a5fe1846-4aed-4948-a54a-1070d6428ae6,train
390463,4579010,jpg,f0da3c45-d9db-4019-913d-facac5861568,train
957597,42732124,jpeg,5d78b6a9-059b-406b-9853-617b7f7e993c,test
130127,132661,jpg,386ab4ee-f01c-464e-ae6f-3c03903385e1,train
513922,5430670,jpg,483d524a-6d95-49f9-bbe2-7bf8cd6c3c36,train
1497788,318144609,jpeg,c4757e02-fa12-4746-a830-087974c7bf66,train
129570,406064,jpg,9742ecf5-1d47-4f1a-a30a-6c3b0a2af279,val
326871,151097,JPG,14a58f27-478c-4696-a741-0d963d5de962,val
343748,7098042,jpeg,cbe294be-5f2a-4ead-8b31-de33a159c13d,val
483820,153083789,jpeg,851bd213-ca81-43e5-ba08-cda0da52b671,train
526493,226710111,jpeg,cf0eb997-a597-4cd1-a1b5-2f96f8935259,train
474753,8528725,jpg,f03716d2-7d0e-4652-b01c-72bca1df6caa,train
908673,2390500,JPG,4b4ec6bb-043c-4614-84c0-286a21860d74,train
491296,103354167,jpg,e32f5cbe-640d-4b1a-b4bc-8b209ff487a6,test
978755,118948699,jpg,d346793d-0b42-40fa-a5f9-71f0ed463b57,test
221612,3388760,JPG,d821adea-7037-4b96-b359-e38c4247b99c,train
992874,250391305,jpg,ad8208b0-78c0-4f37-8b0d-60aa17f71dc7,train
262582,9118056,jpg,50635829-24ed-4d09-b0bd-7b95f5c5b10c,test
327185,526818,jpg,d7ce72d5-c4c1-47f1-96e9-bf5f095c967d,test
1115664,159480286,jpeg,98a4ad26-c40f-4cc0-9c8f-578998750793,train
547330,9755465,jpg,04026d7f-ec83-45d3-9ea1-ab1661f47400,train
209083,33021143,jpg,046c3e92-f516-4682-9be7-e0b648598690,train
358327,3249041,jpg,fe6508bc-79eb-40dd-a545-e9a97d896cd2,train
338149,81980875,jpg,1ad06005-c318-4195-b209-66f86b41d6d4,test
1076475,70496566,jpg,e51e6842-4afc-4077-85f4-70ca9bb60a7b,val
205344,254150,jpg,9cc1abfa-f607-4745-b236-54c9ff037d96,train
468456,28859823,jpg,2722d3f4-5990-4558-8c22-1c78c7c56280,train
67437,21152,jpg,ee72de13-c255-4ec3-bc7a-fbc32c1f71ef,train
510323,6710904,jpg,0200eb6e-fdc7-4d02-a728-79f650210495,test
61508,15880,jpg,73cf290b-071f-43e8-b37d-594c44ab6a57,train
525948,28301687,jpeg,04459295-5926-4a73-8dca-c95022535461,test
1368621,24004227,jpg,200cbf63-c2b8-4704-8034-ddfa25a53385,val
557605,32977850,jpeg,7b611995-acbd-49e8-9e91-60e881a3923b,train
141761,153720,jpg,58e065e6-395d-41f2-a9ef-7beb9289e573,train
51671,14785,jpg,8caabcac-ec27-4b82-b3ef-bb8ac96314d8,train
980857,13385978,jpg,6a1c776b-093c-4593-b3f5-ca1b3c6642be,val
245870,1358003,JPG,6d3fb8fa-31ff-4545-9022-ad2bc45e36c8,train
737435,20310819,jpg,683508bc-5109-4b44-964b-9c86bd2c4ad0,train
261586,320825,jpg,2114a242-08d9-45eb-b01e-865b87786a85,train
307026,677648,jpg,847c2000-d17c-4a07-aaf8-009ce8368086,train
270880,58150810,jpg,bccac80e-1f61-483e-a08a-a5ff2315b0a9,val
324093,416096,jpg,5171d82d-516b-4da4-a782-439593af3593,test
1082188,104005488,jpg,620a0048-4485-4fc3-bcc5-5e915ce131c9,train
548965,11728745,jpg,c73d1035-c7e2-4ddf-a2b9-502ff12f3c8a,train
143617,627975,jpg,ce725b22-c77e-4b49-a8a6-86420ac5078f,train
47493,1808113,JPG,2f039893-5066-45ff-a4d3-e6d746f295cf,train
124150,82959,jpg,72ef1d17-f790-43c9-b796-05df9476109d,val
154449,2024704,JPG,5ab68553-76fa-4e65-9ba7-bb5619e9692f,train
578767,11953794,jpg,62ab5e95-348f-44db-bebc-a3e339d70de6,val
208049,8739813,jpg,f5a1478c-7554-478a-a615-75be9eb434a3,train
1158040,55476304,jpeg,5890b27f-430d-445e-ad99-8ba8e4a7c1c7,val
1019939,53114765,jpg,5c673cfd-bf11-4d96-a906-4a965686d6c1,val
521452,30819319,jpeg,b7464809-12a4-4efa-a448-490f9e0a8ea7,train
466441,15430522,jpg,efb268d7-28d3-41bd-97df-060fa8bfc720,train
